horizon,horizon_seconds,feature_set,n_features,roc_auc_val,pr_auc_val,roc_auc_test,pr_auc_test,best_decision_threshold_by_val_f1,val_accuracy_at_best_threshold,val_precision_at_best_threshold,val_recall_at_best_threshold,val_f1_at_best_threshold,test_accuracy_at_best_threshold,test_precision_at_best_threshold,test_recall_at_best_threshold,test_f1_at_best_threshold
2min30s,150,local_depth+total_depth+imbalance,12,0.9232053810703018,0.2903909644435002,0.9205360552576087,0.2502746310866438,0.7,0.9083619702176403,0.27121464226289516,0.7951219512195122,0.4044665012406948,0.9011981246744226,0.2808022922636103,0.7452471482889734,0.40790842872008326
3min,180,local_depth+total_depth,9,0.9194052149297891,0.27202369908027435,0.9155872098228903,0.2501926284636733,0.7,0.907163323782235,0.28175895765472314,0.7935779816513762,0.41586538461538464,0.9007819287576021,0.28714285714285714,0.7362637362637363,0.4131551901336074
2min,120,local_depth+total_depth,9,0.9264260612862009,0.307701329000292,0.9259205100459158,0.24776979215064293,0.7,0.9116580805189849,0.27319587628865977,0.7989949748743719,0.40717029449423814,0.9045635953496443,0.27988338192419826,0.7741935483870968,0.41113490364025695
3min,180,local_depth+total_depth+imbalance,12,0.9208160145413848,0.2780562148868714,0.915422167519942,0.2470105428006431,0.7,0.9069723018147087,0.2813008130081301,0.7935779816513762,0.41536614645858344,0.9006081668114683,0.2867332382310984,0.7362637362637363,0.4127310061601643
2min,120,local_depth+total_depth+imbalance,12,0.9257084709545348,0.3165002142225441,0.926402333811014,0.24672118152839598,0.7,0.9133753100553329,0.27902946273830154,0.8090452261306532,0.41494845360824745,0.9042165538781884,0.27906976744186046,0.7741935483870968,0.41025641025641024
2min,120,price+local_depth+total_depth+imbalance,18,0.9279967867899594,0.3139304700764428,0.9249919574181851,0.24141270794873881,0.8,0.9200534249189086,0.2764227642276423,0.6834170854271356,0.39363241678726485,0.9095956966857539,0.25493716337522443,0.5725806451612904,0.3527950310559006
2min30s,150,price+local_depth+total_depth+imbalance,18,0.9248666120676705,0.2791929311905846,0.9183256678898168,0.2410337899289983,0.8,0.9173348606338297,0.2701612903225806,0.6536585365853659,0.38231098430813126,0.9064073623893038,0.25704225352112675,0.5551330798479087,0.35138387484957884
2min,120,price+local_depth+total_depth,15,0.9294887766878821,0.30076384284930474,0.9233066709560436,0.24022106141763372,0.8,0.9210074413279908,0.2792607802874743,0.6834170854271356,0.3965014577259475,0.9099427381572098,0.25585585585585585,0.5725806451612904,0.35367372353673726
3min,180,price+local_depth+total_depth,15,0.9213618650716006,0.27043130575092295,0.9129198054772661,0.24006008595219924,0.8,0.9163323782234957,0.2826086956521739,0.6559633027522935,0.39502762430939226,0.9046046915725456,0.26610169491525426,0.575091575091575,0.3638470451911935
2min30s,150,price+local_depth+total_depth,15,0.9267730539415467,0.27500329858681,0.9167655979322674,0.23982688534227173,0.8,0.919053073692249,0.2769857433808554,0.6634146341463415,0.39080459770114945,0.9067546449036291,0.25535714285714284,0.5437262357414449,0.34750911300121506
3min,180,price+local_depth+total_depth+imbalance,18,0.9214185530663634,0.27294643008062924,0.9137810991149189,0.23969775987760414,0.8,0.9157593123209169,0.28007889546351084,0.6513761467889908,0.3917241379310345,0.9058210251954822,0.27008547008547007,0.5787545787545788,0.3682983682983683
10min,600,price+total_depth+imbalance,12,0.863552897574124,0.33630088468415503,0.7879592015026428,0.229455658096701,0.8,0.9393414211438474,0.4074074074074074,0.41509433962264153,0.411214953271028,0.8815581680996666,0.2747826086956522,0.3798076923076923,0.31886982845610495
1min30s,90,local_depth+total_depth,9,0.9292323369805593,0.2591049071171202,0.9293536993940112,0.2209450296017511,0.7,0.912090007627765,0.2393617021276596,0.8083832335329342,0.3693570451436389,0.903936188659615,0.24107142857142858,0.7864077669902912,0.3690205011389522
10min,600,total_depth+imbalance,6,0.8041311872090173,0.2905877162861901,0.8064878820308974,0.21833587095875945,0.7,0.9145002888503755,0.2979683972911964,0.4981132075471698,0.3728813559322034,0.8557641691524829,0.2512254901960784,0.49278846153846156,0.3327922077922078
1min30s,90,local_depth+total_depth+imbalance,12,0.9262943484706774,0.2614709358535201,0.9291860966544049,0.21703779417629868,0.7,0.9118993135011442,0.23985890652557318,0.8143712574850299,0.37057220708446864,0.9023755852262875,0.2363367799113737,0.7766990291262136,0.362400906002265
1min30s,90,price+local_depth+total_depth,15,0.9310298056634416,0.25018424114016,0.9264171597271568,0.21519004497151903,0.8,0.9221967963386728,0.24307036247334754,0.6826347305389222,0.3584905660377358,0.9119126062077336,0.22037037037037038,0.5776699029126213,0.3190348525469169
9min30s,570,price+total_depth+imbalance,12,0.8610791449530167,0.3233312718761803,0.7867007645923392,0.21439533108093814,0.8,0.9386066204772903,0.39705882352941174,0.41064638783269963,0.40373831775700936,0.8842714360862703,0.2639138240574506,0.3702770780856423,0.3081761006289308
1min30s,90,price+local_depth+total_depth+imbalance,18,0.9284491878956288,0.25571894898731773,0.9278819378368423,0.21405070210236213,0.8,0.9208619374523265,0.2405857740585774,0.688622754491018,0.35658914728682173,0.9117392058262528,0.2189239332096475,0.5728155339805825,0.3167785234899329
8min30s,510,price+total_depth+imbalance,12,0.8651932857624809,0.30649985419043496,0.7938392219713678,0.21365852450735118,0.8,0.9379084967320261,0.37809187279151946,0.421259842519685,0.3985102420856611,0.8790054281211697,0.24579124579124578,0.37532133676092544,0.2970498474059003
7min30s,450,price+total_depth+imbalance,12,0.8615528403703022,0.29789071877240264,0.7973305284891337,0.21285922072017327,0.8,0.9358678955453149,0.38408304498269896,0.4157303370786517,0.39928057553956836,0.8786501136562336,0.24033613445378152,0.37142857142857144,0.29183673469387755
9min,540,price+total_depth+imbalance,12,0.8632092611175621,0.3084059473609242,0.7900246216963976,0.2125261428772941,0.8,0.9367185997307175,0.38162544169611307,0.4122137404580153,0.3963302752293578,0.8794462940248817,0.24872231686541738,0.37150127226463103,0.2979591836734694
8min,480,price+total_depth+imbalance,12,0.8625274676702364,0.29482967360901174,0.7964914818718527,0.21113088765908397,0.8,0.9377521613832853,0.3811188811188811,0.42578125,0.4022140221402214,0.8797900262467192,0.24414715719063546,0.38320209973753283,0.2982635342185904
7min,420,price+total_depth+imbalance,12,0.8621390260092012,0.2824326666773922,0.8044022443240169,0.21000810373808687,0.8,0.9337938975244675,0.363013698630137,0.4,0.38061041292639136,0.8752402586056264,0.2267536704730832,0.36675461741424803,0.28024193548387094
10min,600,total_depth,3,0.8540270460671405,0.3422518273972504,0.8297955888990812,0.20934622563016764,0.6,0.9079530136722511,0.3081081081081081,0.6452830188679245,0.4170731707317073,0.839796455518512,0.24087591240875914,0.5552884615384616,0.336
6min30s,390,price+total_depth+imbalance,12,0.860995465795106,0.271304839352132,0.8135674226947768,0.2089835405777605,0.8,0.9311469121595704,0.34868421052631576,0.3970037453183521,0.3712784588441331,0.8777719573947966,0.22990353697749197,0.39285714285714285,0.29006085192697767
6min,360,price+total_depth+imbalance,12,0.8608985065677979,0.25706895615605985,0.8165047577129443,0.20610485729538106,0.8,0.9302281004408663,0.3344370860927152,0.38257575757575757,0.3568904593639576,0.8776827778747165,0.2253968253968254,0.4,0.2883248730964467
10min,600,price+total_depth,9,0.9057269970595443,0.3766484098429049,0.7676218349131466,0.2060060562211605,0.6,0.9052570768341999,0.3333333333333333,0.8566037735849057,0.4799154334038055,0.529566590629935,0.12237412470823608,0.8822115384615384,0.21493411420204978
9min30s,570,total_depth+imbalance,6,0.8018466461997611,0.2810077433662364,0.8003396183779401,0.20077292295492347,0.7,0.9135873749037722,0.2914798206278027,0.49429657794676807,0.36671368124118475,0.855339295107838,0.23774509803921567,0.48866498740554154,0.31986809563066776
8min30s,510,total_depth+imbalance,6,0.8089660023297411,0.2660809212664054,0.8033201658923671,0.20003970881982047,0.8,0.9252210688196847,0.30985915492957744,0.4330708661417323,0.361247947454844,0.8597443530029767,0.22010869565217392,0.41645244215938304,0.288
6min,360,price+total_depth,9,0.9143341348065758,0.30365991303215834,0.7973932134473508,0.19994075690410207,0.6,0.900709219858156,0.31378299120234604,0.8106060606060606,0.452431289640592,0.5953585761647182,0.1251908396946565,0.923943661971831,0.22050420168067228
1min,60,local_depth+total_depth+imbalance,12,0.9309836339153152,0.21217168089149027,0.9329874994609182,0.1997823624487019,0.7,0.9127120259195731,0.19962686567164178,0.7867647058823529,0.31845238095238093,0.9036562120949575,0.2132132132132132,0.8160919540229885,0.3380952380952381
5min30s,330,price+total_depth+imbalance,12,0.8611740074441687,0.25732219894830943,0.820223628528167,0.19915570993695306,0.8,0.9319923371647509,0.34219269102990035,0.39615384615384613,0.3672014260249554,0.880209241499564,0.2247191011235955,0.4069767441860465,0.28955532574974147
1min,60,local_depth+total_depth,9,0.9325474466836235,0.20198864047203205,0.9325336438445061,0.19881550219173424,0.7,0.9119496855345912,0.20036764705882354,0.8014705882352942,0.3205882352941177,0.9038294922890313,0.21266968325791855,0.8103448275862069,0.33691756272401435
9min30s,570,total_depth,3,0.8529828215193864,0.3330695710547449,0.8271691854001126,0.19862116184324924,0.5,0.8931870669745958,0.28402366863905326,0.7300380228136882,0.40894568690095845,0.8055409433631422,0.21382636655948553,0.6700251889168766,0.3241925655088361
1min,60,price+local_depth+total_depth+imbalance,18,0.9308325756442275,0.20730264266702486,0.9322194361100671,0.19857432248811735,0.8,0.9231942062130741,0.20134228187919462,0.6617647058823529,0.30874785591766724,0.9118003812164269,0.19710669077757687,0.6264367816091954,0.2998624484181568
6min30s,390,price+total_depth,9,0.9164703913922032,0.3184580450779956,0.7931697241784879,0.19816487310204262,0.6,0.9012274645186038,0.3176470588235294,0.8089887640449438,0.45617740232312565,0.5992666317443688,0.12851096575606002,0.9175824175824175,0.2254471819102261
9min,540,total_depth+imbalance,6,0.8017029843199891,0.2667378174184834,0.7999264509419164,0.19809360597845188,0.7,0.9120984804770148,0.2828507795100223,0.4847328244274809,0.35724331926863573,0.8556159102856141,0.23687423687423687,0.49363867684478374,0.3201320132013201
2min,120,local_depth+imbalance,9,0.8159410698873184,0.09239574897801685,0.8747645716959611,0.1975821734783593,0.7,0.793932455638237,0.1295206055508831,0.7738693467336684,0.2219020172910663,0.7574180114523685,0.13141025641025642,0.8266129032258065,0.22676991150442477
7min30s,450,total_depth+imbalance,6,0.8054268836692446,0.25702516713282253,0.803030303030303,0.19673523919330285,0.7,0.9110983102918587,0.2850877192982456,0.4868913857677903,0.359612724757953,0.852421752054555,0.22249093107617895,0.4779220779220779,0.30363036303630364
9min30s,570,price+total_depth,9,0.906102226103552,0.3680346806759005,0.772468979084559,0.19668101804346783,0.6,0.903387220939184,0.3245227606461087,0.8403041825095057,0.4682203389830508,0.5458530597930914,0.12045690550363447,0.8765743073047859,0.21180766889835667
7min,420,total_depth+imbalance,6,0.804546460261389,0.24490354567062705,0.8093958850109806,0.19631497390138763,0.7,0.9096142774899252,0.27705627705627706,0.4830188679245283,0.35213204951856947,0.8528743665909488,0.22007255139056833,0.48021108179419525,0.3018242122719735
9min,540,total_depth,3,0.8543503100903445,0.31652005606083494,0.826140273759554,0.19600201883041404,0.5,0.8930563569917291,0.28254437869822485,0.7290076335877863,0.4072494669509595,0.8055020150692133,0.21158487530168946,0.6692111959287532,0.3215158924205379
7min,420,price+total_depth,9,0.9152125979445942,0.3270574255831258,0.7810411498901932,0.19585702976969957,0.6,0.9019382076376895,0.3180473372781065,0.8113207547169812,0.4569606801275239,0.5888520006989342,0.1281085154483798,0.8970976253298153,0.22420046158918563
