horizon,feature_set,feature,coefficient,abs_coefficient
5min30s,price,midprice,-0.06469508883825016,0.06469508883825016
5min30s,price,best_no_bid,0.0635474741125967,0.0635474741125967
5min30s,price,best_yes_ask,-0.06354747411259636,0.06354747411259636
5min30s,local_depth,no_depth_top3,-5.739870540508081,5.739870540508081
5min30s,local_depth,yes_depth_top3,-3.9747700468995357,3.9747700468995357
5min30s,local_depth,no_depth_top1,2.052940543035044,2.052940543035044
5min30s,local_depth,yes_depth_top1,1.985726653883021,1.985726653883021
5min30s,local_depth,no_depth_top5,1.0222380110254452,1.0222380110254452
5min30s,local_depth,yes_depth_top5,0.46488687551399227,0.46488687551399227
5min30s,total_depth,yes_total_depth,1.2115988090128749,1.2115988090128749
5min30s,total_depth,no_total_depth,-0.757210668190833,0.757210668190833
5min30s,total_depth,total_depth,0.006664974181748742,0.006664974181748742
5min30s,imbalance,imbalance_top5,0.5154829501440005,0.5154829501440005
5min30s,imbalance,imbalance_top1,0.2770261168358302,0.2770261168358302
5min30s,imbalance,imbalance_top3,-0.2080095016306946,0.2080095016306946
5min30s,price+local_depth,no_depth_top3,-5.308251895535715,5.308251895535715
5min30s,price+local_depth,yes_depth_top3,-3.590049398576772,3.590049398576772
5min30s,price+local_depth,no_depth_top1,2.2113375639825152,2.2113375639825152
5min30s,price+local_depth,yes_depth_top1,2.113206307737519,2.113206307737519
5min30s,price+local_depth,spread,-0.27933991672951275,0.27933991672951275
5min30s,price+local_depth,no_depth_top5,0.27757261914461295,0.27757261914461295
5min30s,price+local_depth,yes_depth_top5,-0.09074287836814504,0.09074287836814504
5min30s,price+local_depth,best_yes_ask,-0.05488998294311266,0.05488998294311266
5min30s,price+local_depth,best_no_bid,0.05488998294308239,0.05488998294308239
5min30s,price+local_depth,midprice,-0.05159844377276062,0.05159844377276062
5min30s,price+local_depth,best_yes_bid,-0.04830817835269423,0.04830817835269423
5min30s,price+local_depth,best_no_ask,0.04830817835267012,0.04830817835267012
5min30s,price+total_depth,yes_total_depth,1.5003244585218887,1.5003244585218887
5min30s,price+total_depth,no_total_depth,-1.1727162277481595,1.1727162277481595
5min30s,price+total_depth,total_depth,-0.1467095280669514,0.1467095280669514
5min30s,price+total_depth,best_yes_ask,-0.12272842172102655,0.12272842172102655
5min30s,price+total_depth,best_no_bid,0.1227284217210263,0.1227284217210263
5min30s,price+total_depth,midprice,-0.12268991487452859,0.12268991487452859
5min30s,price+total_depth,best_yes_bid,-0.12263532815739246,0.12263532815739246
5min30s,price+total_depth,best_no_ask,0.12263532815739213,0.12263532815739213
5min30s,price+total_depth,spread,0.00901346515477601,0.00901346515477601
5min30s,price+imbalance,imbalance_top5,0.3687288590077764,0.3687288590077764
5min30s,price+imbalance,imbalance_top1,0.27536056633151756,0.27536056633151756
5min30s,price+imbalance,imbalance_top3,-0.09093860430475113,0.09093860430475113
5min30s,price+imbalance,best_yes_bid,-0.05997221894760395,0.05997221894760395
5min30s,price+imbalance,best_no_ask,0.059972218947603635,0.059972218947603635
5min30s,price+imbalance,midprice,-0.05965844637533348,0.05965844637533348
5min30s,price+imbalance,best_yes_ask,-0.05933601786083933,0.05933601786083933
5min30s,price+imbalance,best_no_bid,0.059336017860838995,0.059336017860838995
5min30s,price+imbalance,spread,0.03387308728874733,0.03387308728874733
5min30s,local_depth+total_depth,no_depth_top3,-5.065222547120037,5.065222547120037
5min30s,local_depth+total_depth,yes_depth_top3,-2.985928282560478,2.985928282560478
5min30s,local_depth+total_depth,no_depth_top1,1.6060774501137147,1.6060774501137147
5min30s,local_depth+total_depth,yes_depth_top1,1.5854859389218554,1.5854859389218554
5min30s,local_depth+total_depth,yes_total_depth,0.7742552126932067,0.7742552126932067
5min30s,local_depth+total_depth,total_depth,0.43183526040707565,0.43183526040707565
5min30s,local_depth+total_depth,no_depth_top5,-0.25162859318079805,0.25162859318079805
5min30s,local_depth+total_depth,no_total_depth,0.16470034918802284,0.16470034918802284
5min30s,local_depth+total_depth,yes_depth_top5,-0.1562383676975448,0.1562383676975448
5min30s,local_depth+imbalance,no_depth_top3,-6.176594811126611,6.176594811126611
5min30s,local_depth+imbalance,yes_depth_top3,-3.743800915443997,3.743800915443997
5min30s,local_depth+imbalance,no_depth_top1,2.2344674636279374,2.2344674636279374
5min30s,local_depth+imbalance,yes_depth_top1,1.8962376025199785,1.8962376025199785
5min30s,local_depth+imbalance,no_depth_top5,1.1437441344848323,1.1437441344848323
5min30s,local_depth+imbalance,yes_depth_top5,0.4400207800392716,0.4400207800392716
5min30s,local_depth+imbalance,imbalance_top3,-0.11162640633021606,0.11162640633021606
5min30s,local_depth+imbalance,imbalance_top1,0.09548581428558534,0.09548581428558534
5min30s,local_depth+imbalance,imbalance_top5,0.03485349008605424,0.03485349008605424
5min30s,total_depth+imbalance,yes_total_depth,1.1634382907719527,1.1634382907719527
5min30s,total_depth+imbalance,no_total_depth,-0.6927311499131682,0.6927311499131682
5min30s,total_depth+imbalance,imbalance_top5,0.6615706847372022,0.6615706847372022
5min30s,total_depth+imbalance,imbalance_top3,-0.40676828105538604,0.40676828105538604
5min30s,total_depth+imbalance,imbalance_top1,0.23712680956330495,0.23712680956330495
5min30s,total_depth+imbalance,total_depth,0.029065343878416323,0.029065343878416323
5min30s,price+local_depth+total_depth,no_depth_top3,-4.999005917802763,4.999005917802763
5min30s,price+local_depth+total_depth,yes_depth_top3,-3.2118862447804046,3.2118862447804046
5min30s,price+local_depth+total_depth,no_depth_top1,1.7450078830583375,1.7450078830583375
5min30s,price+local_depth+total_depth,yes_depth_top1,1.7046703027769032,1.7046703027769032
5min30s,price+local_depth+total_depth,yes_total_depth,0.8815865938856499,0.8815865938856499
5min30s,price+local_depth+total_depth,no_depth_top5,-0.5158453729232312,0.5158453729232312
5min30s,price+local_depth+total_depth,total_depth,0.38329799584092156,0.38329799584092156
5min30s,price+local_depth+total_depth,spread,-0.2668800415152799,0.2668800415152799
5min30s,price+local_depth+total_depth,yes_depth_top5,-0.12543660107348056,0.12543660107348056
5min30s,price+local_depth+total_depth,best_yes_ask,-0.02445134715726067,0.02445134715726067
5min30s,price+local_depth+total_depth,best_no_bid,0.024451347157256054,0.024451347157256054
5min30s,price+local_depth+total_depth,no_total_depth,0.023100432107276803,0.023100432107276803
5min30s,price+local_depth+total_depth,midprice,-0.021339161293167402,0.021339161293167402
5min30s,price+local_depth+total_depth,best_yes_bid,-0.01823179823852866,0.01823179823852866
5min30s,price+local_depth+total_depth,best_no_ask,0.018231798238516384,0.018231798238516384
5min30s,price+local_depth+imbalance,no_depth_top3,-5.686948579808481,5.686948579808481
5min30s,price+local_depth+imbalance,yes_depth_top3,-3.432444463543233,3.432444463543233
5min30s,price+local_depth+imbalance,no_depth_top1,2.4475514601425696,2.4475514601425696
5min30s,price+local_depth+imbalance,yes_depth_top1,2.0247023648234173,2.0247023648234173
5min30s,price+local_depth+imbalance,no_depth_top5,0.41949344885847084,0.41949344885847084
5min30s,price+local_depth+imbalance,spread,-0.2886073962118661,0.2886073962118661
5min30s,price+local_depth+imbalance,yes_depth_top5,-0.14190966787015968,0.14190966787015968
5min30s,price+local_depth+imbalance,imbalance_top1,0.11574162027631459,0.11574162027631459
5min30s,price+local_depth+imbalance,imbalance_top3,-0.06260855699383841,0.06260855699383841
5min30s,price+local_depth+imbalance,best_yes_ask,-0.054675648114457534,0.054675648114457534
5min30s,price+local_depth+imbalance,best_no_bid,0.05467564811442322,0.05467564811442322
5min30s,price+local_depth+imbalance,midprice,-0.05127727355781535,0.05127727355781535
5min30s,price+local_depth+imbalance,best_yes_bid,-0.04788047722006915,0.04788047722006915
5min30s,price+local_depth+imbalance,best_no_ask,0.04788047722004422,0.04788047722004422
5min30s,price+local_depth+imbalance,imbalance_top5,0.03577270486076643,0.03577270486076643
5min30s,price+total_depth+imbalance,yes_total_depth,1.4515617222761696,1.4515617222761696
5min30s,price+total_depth+imbalance,no_total_depth,-1.107290173284783,1.107290173284783
5min30s,price+total_depth+imbalance,imbalance_top5,0.4441433444960066,0.4441433444960066
5min30s,price+total_depth+imbalance,imbalance_top3,-0.27296386567306347,0.27296386567306347
5min30s,price+total_depth+imbalance,imbalance_top1,0.23275146972513122,0.23275146972513122
5min30s,price+total_depth+imbalance,total_depth,-0.12393659041255893,0.12393659041255893
5min30s,price+total_depth+imbalance,best_yes_ask,-0.11207316899168647,0.11207316899168647
5min30s,price+total_depth+imbalance,best_no_bid,0.11207316899168532,0.11207316899168532
5min30s,price+total_depth+imbalance,midprice,-0.11149542896838176,0.11149542896838176
5min30s,price+total_depth+imbalance,best_yes_bid,-0.11090440790409889,0.11090440790409889
5min30s,price+total_depth+imbalance,best_no_ask,0.11090440790409833,0.11090440790409833
5min30s,price+total_depth+imbalance,spread,-0.03872558738530663,0.03872558738530663
5min30s,local_depth+total_depth+imbalance,no_depth_top3,-5.24724264802725,5.24724264802725
5min30s,local_depth+total_depth+imbalance,yes_depth_top3,-2.837300224625833,2.837300224625833
5min30s,local_depth+total_depth+imbalance,no_depth_top1,1.7147852331278874,1.7147852331278874
5min30s,local_depth+total_depth+imbalance,yes_depth_top1,1.5081453321804283,1.5081453321804283
5min30s,local_depth+total_depth+imbalance,yes_total_depth,0.7711541028136242,0.7711541028136242
5min30s,local_depth+total_depth+imbalance,total_depth,0.4327009049287488,0.4327009049287488
5min30s,local_depth+total_depth+imbalance,no_depth_top5,-0.28366492606990235,0.28366492606990235
5min30s,local_depth+total_depth+imbalance,no_total_depth,0.16797740695774865,0.16797740695774865
5min30s,local_depth+total_depth+imbalance,yes_depth_top5,-0.1407871088717736,0.1407871088717736
5min30s,local_depth+total_depth+imbalance,imbalance_top1,0.07800903607194952,0.07800903607194952
5min30s,local_depth+total_depth+imbalance,imbalance_top3,-0.06428579350971682,0.06428579350971682
5min30s,local_depth+total_depth+imbalance,imbalance_top5,0.000974841177504516,0.000974841177504516
5min30s,price+local_depth+total_depth+imbalance,no_depth_top3,-5.232194776841669,5.232194776841669
5min30s,price+local_depth+total_depth+imbalance,yes_depth_top3,-2.976581678128373,2.976581678128373
5min30s,price+local_depth+total_depth+imbalance,no_depth_top1,1.9647533606807606,1.9647533606807606
5min30s,price+local_depth+total_depth+imbalance,yes_depth_top1,1.610930756301046,1.610930756301046
5min30s,price+local_depth+total_depth+imbalance,yes_total_depth,0.8691953791219386,0.8691953791219386
5min30s,price+local_depth+total_depth+imbalance,no_depth_top5,-0.46404796141511884,0.46404796141511884
5min30s,price+local_depth+total_depth+imbalance,total_depth,0.3864137575445138,0.3864137575445138
5min30s,price+local_depth+total_depth+imbalance,spread,-0.2798812429455922,0.2798812429455922
5min30s,price+local_depth+total_depth+imbalance,yes_depth_top5,-0.25451581053820377,0.25451581053820377
5min30s,price+local_depth+total_depth+imbalance,imbalance_top1,0.11250707631037862,0.11250707631037862
5min30s,price+local_depth+total_depth+imbalance,imbalance_top3,-0.08675596758591869,0.08675596758591869
5min30s,price+local_depth+total_depth+imbalance,imbalance_top5,0.07249600692049131,0.07249600692049131
5min30s,price+local_depth+total_depth+imbalance,no_total_depth,0.03567420605978575,0.03567420605978575
5min30s,price+local_depth+total_depth+imbalance,best_yes_ask,-0.02321421627074086,0.02321421627074086
5min30s,price+local_depth+total_depth+imbalance,best_no_bid,0.023214216270700517,0.023214216270700517
5min30s,price+local_depth+total_depth+imbalance,midprice,-0.01995324121857266,0.01995324121857266
5min30s,price+local_depth+total_depth+imbalance,best_yes_bid,-0.016697636748170368,0.016697636748170368
5min30s,price+local_depth+total_depth+imbalance,best_no_ask,0.01669763674816124,0.01669763674816124
6min,price,spread,0.07039636324384037,0.07039636324384037
6min,price,best_no_ask,0.0653673915366618,0.0653673915366618
6min,price,best_yes_bid,-0.06536739153666139,0.06536739153666139
6min,price,midprice,-0.06463883153025708,0.06463883153025708
6min,price,best_no_bid,0.06389990823026752,0.06389990823026752
6min,price,best_yes_ask,-0.06389990823026626,0.06389990823026626
6min,local_depth,no_depth_top3,-5.653043635670254,5.653043635670254
6min,local_depth,yes_depth_top3,-3.9979398119237093,3.9979398119237093
6min,local_depth,no_depth_top1,2.030063515108415,2.030063515108415
6min,local_depth,yes_depth_top1,1.9531151432129445,1.9531151432129445
6min,local_depth,no_depth_top5,1.0129025563340852,1.0129025563340852
6min,local_depth,yes_depth_top5,0.5459436259094345,0.5459436259094345
6min,total_depth,yes_total_depth,1.2138902571731174,1.2138902571731174
6min,total_depth,no_total_depth,-0.7471732712888767,0.7471732712888767
6min,total_depth,total_depth,0.014210065072349768,0.014210065072349768
6min,imbalance,imbalance_top5,0.5045938001271545,0.5045938001271545
6min,imbalance,imbalance_top1,0.28688180982728595,0.28688180982728595
6min,imbalance,imbalance_top3,-0.19343852378200516,0.19343852378200516
6min,price+local_depth,no_depth_top3,-5.194734816493424,5.194734816493424
6min,price+local_depth,yes_depth_top3,-3.584553793467292,3.584553793467292
6min,price+local_depth,no_depth_top1,2.2197992699190077,2.2197992699190077
6min,price+local_depth,yes_depth_top1,2.097674390251232,2.097674390251232
6min,price+local_depth,spread,-0.31390300311789904,0.31390300311789904
6min,price+local_depth,no_depth_top5,0.18348248429982614,0.18348248429982614
6min,price+local_depth,best_yes_ask,-0.05540336166116593,0.05540336166116593
6min,price+local_depth,best_no_bid,0.05540336166111997,0.05540336166111997
6min,price+local_depth,midprice,-0.051708560762565275,0.051708560762565275
6min,price+local_depth,best_yes_bid,-0.04801609370437076,0.04801609370437076
6min,price+local_depth,best_no_ask,0.04801609370434934,0.04801609370434934
6min,price+local_depth,yes_depth_top5,-0.04761748439205595,0.04761748439205595
6min,price+total_depth,yes_total_depth,1.5039005377201806,1.5039005377201806
6min,price+total_depth,no_total_depth,-1.1640176729119058,1.1640176729119058
6min,price+total_depth,total_depth,-0.13950111916653937,0.13950111916653937
6min,price+total_depth,best_no_bid,0.12287979066683122,0.12287979066683122
6min,price+total_depth,best_yes_ask,-0.12287979066682796,0.12287979066682796
6min,price+total_depth,midprice,-0.1224779438112218,0.1224779438112218
6min,price+total_depth,best_yes_bid,-0.12206092731087888,0.12206092731087888
6min,price+total_depth,best_no_ask,0.12206092731087834,0.12206092731087834
6min,price+total_depth,spread,-0.022266297055257546,0.022266297055257546
6min,price+imbalance,imbalance_top5,0.3562745247837411,0.3562745247837411
6min,price+imbalance,imbalance_top1,0.28567404055534584,0.28567404055534584
6min,price+imbalance,imbalance_top3,-0.06581206691790475,0.06581206691790475
6min,price+imbalance,best_no_bid,0.060765598892001525,0.060765598892001525
6min,price+imbalance,best_yes_ask,-0.06076559889200081,0.06076559889200081
6min,price+imbalance,midprice,-0.06062252058435632,0.06062252058435632
6min,price+imbalance,best_yes_bid,-0.06047179543060132,0.06047179543060132
6min,price+imbalance,best_no_ask,0.060471795430600696,0.060471795430600696
6min,price+imbalance,spread,-0.006199120953905875,0.006199120953905875
6min,local_depth+total_depth,no_depth_top3,-4.7465553528583175,4.7465553528583175
6min,local_depth+total_depth,yes_depth_top3,-2.999991376927058,2.999991376927058
6min,local_depth+total_depth,yes_depth_top1,1.5569320698805702,1.5569320698805702
6min,local_depth+total_depth,no_depth_top1,1.48693496703033,1.48693496703033
6min,local_depth+total_depth,yes_total_depth,0.7765393174584967,0.7765393174584967
6min,local_depth+total_depth,total_depth,0.4377967058232992,0.4377967058232992
6min,local_depth+total_depth,no_depth_top5,-0.4030336484594143,0.4030336484594143
6min,local_depth+total_depth,no_total_depth,0.17239261264922118,0.17239261264922118
6min,local_depth+total_depth,yes_depth_top5,-0.0905375359120322,0.0905375359120322
6min,local_depth+imbalance,no_depth_top3,-6.044480668661454,6.044480668661454
6min,local_depth+imbalance,yes_depth_top3,-3.7954069429580612,3.7954069429580612
6min,local_depth+imbalance,no_depth_top1,2.188536273534254,2.188536273534254
6min,local_depth+imbalance,yes_depth_top1,1.8630115870103139,1.8630115870103139
6min,local_depth+imbalance,no_depth_top5,1.1478795221048548,1.1478795221048548
6min,local_depth+imbalance,yes_depth_top5,0.5263842325482373,0.5263842325482373
6min,local_depth+imbalance,imbalance_top1,0.0944613927588626,0.0944613927588626
6min,local_depth+imbalance,imbalance_top3,-0.0775136396975779,0.0775136396975779
6min,local_depth+imbalance,imbalance_top5,0.017402806768104222,0.017402806768104222
6min,total_depth+imbalance,yes_total_depth,1.161873026535459,1.161873026535459
6min,total_depth+imbalance,no_total_depth,-0.6783712054203498,0.6783712054203498
6min,total_depth+imbalance,imbalance_top5,0.6560834496573993,0.6560834496573993
6min,total_depth+imbalance,imbalance_top3,-0.39840907796924174,0.39840907796924174
6min,total_depth+imbalance,imbalance_top1,0.24860181115968571,0.24860181115968571
6min,total_depth+imbalance,total_depth,0.03784853282899237,0.03784853282899237
6min,price+local_depth+total_depth,no_depth_top3,-4.659225965466935,4.659225965466935
6min,price+local_depth+total_depth,yes_depth_top3,-3.172732387197029,3.172732387197029
6min,price+local_depth+total_depth,yes_depth_top1,1.676693556584304,1.676693556584304
6min,price+local_depth+total_depth,no_depth_top1,1.6472352325472754,1.6472352325472754
6min,price+local_depth+total_depth,yes_total_depth,0.8657391664884132,0.8657391664884132
6min,price+local_depth+total_depth,no_depth_top5,-0.7291588844141514,0.7291588844141514
6min,price+local_depth+total_depth,total_depth,0.39425804081068466,0.39425804081068466
6min,price+local_depth+total_depth,spread,-0.292279887956617,0.292279887956617
6min,price+local_depth+total_depth,yes_depth_top5,-0.10124814745266707,0.10124814745266707
6min,price+local_depth+total_depth,no_total_depth,0.04985405487071675,0.04985405487071675
6min,price+local_depth+total_depth,best_yes_ask,-0.02311835356590557,0.02311835356590557
6min,price+local_depth+total_depth,best_no_bid,0.023118353565881523,0.023118353565881523
6min,price+local_depth+total_depth,midprice,-0.01971151728732532,0.01971151728732532
6min,price+local_depth+total_depth,best_yes_bid,-0.016310524293930356,0.016310524293930356
6min,price+local_depth+total_depth,best_no_ask,0.01631052429391167,0.01631052429391167
6min,price+local_depth+imbalance,no_depth_top3,-5.484007233993741,5.484007233993741
6min,price+local_depth+imbalance,yes_depth_top3,-3.42543307189932,3.42543307189932
6min,price+local_depth+imbalance,no_depth_top1,2.4494187775415655,2.4494187775415655
6min,price+local_depth+imbalance,yes_depth_top1,1.9934463216577525,1.9934463216577525
6min,price+local_depth+imbalance,no_depth_top5,0.33897965573178657,0.33897965573178657
6min,price+local_depth+imbalance,spread,-0.32572920359688645,0.32572920359688645
6min,price+local_depth+imbalance,yes_depth_top5,-0.1321437500557934,0.1321437500557934
6min,price+local_depth+imbalance,imbalance_top1,0.12501265031835918,0.12501265031835918
6min,price+local_depth+imbalance,best_yes_ask,-0.05584174331178443,0.05584174331178443
6min,price+local_depth+imbalance,best_no_bid,0.0558417433117361,0.0558417433117361
6min,price+local_depth+imbalance,midprice,-0.05200967932441145,0.05200967932441145
6min,price+local_depth+imbalance,best_yes_bid,-0.04818024968595232,0.04818024968595232
6min,price+local_depth+imbalance,best_no_ask,0.04818024968590917,0.04818024968590917
6min,price+local_depth+imbalance,imbalance_top5,0.03946609688025483,0.03946609688025483
6min,price+local_depth+imbalance,imbalance_top3,-0.03867579858669534,0.03867579858669534
6min,price+total_depth+imbalance,yes_total_depth,1.4455282005291512,1.4455282005291512
6min,price+total_depth+imbalance,no_total_depth,-1.0892724142746557,1.0892724142746557
6min,price+total_depth+imbalance,imbalance_top5,0.43062835002339594,0.43062835002339594
6min,price+total_depth+imbalance,imbalance_top3,-0.24746066309887582,0.24746066309887582
6min,price+total_depth+imbalance,imbalance_top1,0.24269000766730314,0.24269000766730314
6min,price+total_depth+imbalance,total_depth,-0.11459793113327282,0.11459793113327282
6min,price+total_depth+imbalance,best_no_bid,0.11212321976918423,0.11212321976918423
6min,price+total_depth+imbalance,best_yes_ask,-0.11212321976917909,0.11212321976917909
6min,price+total_depth+imbalance,midprice,-0.11116001184599336,0.11116001184599336
6min,price+total_depth+imbalance,best_yes_bid,-0.11018451964458127,0.11018451964458127
6min,price+total_depth+imbalance,best_no_ask,0.11018451964458045,0.11018451964458045
6min,price+total_depth+imbalance,spread,-0.07190675761127395,0.07190675761127395
6min,local_depth+total_depth+imbalance,no_depth_top3,-4.845410439379124,4.845410439379124
6min,local_depth+total_depth+imbalance,yes_depth_top3,-2.808644653126281,2.808644653126281
6min,local_depth+total_depth+imbalance,no_depth_top1,1.616838078717986,1.616838078717986
6min,local_depth+total_depth+imbalance,yes_depth_top1,1.4771823897427285,1.4771823897427285
6min,local_depth+total_depth+imbalance,yes_total_depth,0.767156369509303,0.767156369509303
6min,local_depth+total_depth+imbalance,no_depth_top5,-0.4851581968484337,0.4851581968484337
6min,local_depth+total_depth+imbalance,total_depth,0.4404692256422736,0.4404692256422736
6min,local_depth+total_depth+imbalance,no_total_depth,0.18238897067319415,0.18238897067319415
6min,local_depth+total_depth+imbalance,yes_depth_top5,-0.13531379361892648,0.13531379361892648
6min,local_depth+total_depth+imbalance,imbalance_top1,0.07741700853658222,0.07741700853658222
6min,local_depth+total_depth+imbalance,imbalance_top3,-0.03940436895336216,0.03940436895336216
6min,local_depth+total_depth+imbalance,imbalance_top5,-0.0021078375599413494,0.0021078375599413494
6min,price+local_depth+total_depth+imbalance,no_depth_top3,-4.871793414680566,4.871793414680566
6min,price+local_depth+total_depth+imbalance,yes_depth_top3,-3.0272752617192817,3.0272752617192817
6min,price+local_depth+total_depth+imbalance,no_depth_top1,1.8978567694717092,1.8978567694717092
6min,price+local_depth+total_depth+imbalance,yes_depth_top1,1.6072450350620333,1.6072450350620333
6min,price+local_depth+total_depth+imbalance,yes_total_depth,0.8611331898470894,0.8611331898470894
6min,price+local_depth+total_depth+imbalance,no_depth_top5,-0.6056864071783079,0.6056864071783079
6min,price+local_depth+total_depth+imbalance,total_depth,0.39262344325744625,0.39262344325744625
6min,price+local_depth+total_depth+imbalance,spread,-0.31161403879289823,0.31161403879289823
6min,price+local_depth+total_depth+imbalance,yes_depth_top5,-0.2363019210088704,0.2363019210088704
6min,price+local_depth+total_depth+imbalance,imbalance_top1,0.11409770804569772,0.11409770804569772
6min,price+local_depth+total_depth+imbalance,imbalance_top5,0.08103128103505838,0.08103128103505838
6min,price+local_depth+total_depth+imbalance,imbalance_top3,-0.061006288222317524,0.061006288222317524
6min,price+local_depth+total_depth+imbalance,no_total_depth,0.05029115922119707,0.05029115922119707
6min,price+local_depth+total_depth+imbalance,best_yes_ask,-0.023411062341039308,0.023411062341039308
6min,price+local_depth+total_depth+imbalance,best_no_bid,0.023411062341013415,0.023411062341013415
6min,price+local_depth+total_depth+imbalance,midprice,-0.01978031865389324,0.01978031865389324
6min,price+local_depth+total_depth+imbalance,best_yes_bid,-0.016155964200800472,0.016155964200800472
6min,price+local_depth+total_depth+imbalance,best_no_ask,0.016155964200798022,0.016155964200798022
6min30s,price,spread,0.07010867686767953,0.07010867686767953
6min30s,price,best_yes_bid,-0.06436500777613012,0.06436500777613012
6min30s,price,best_no_ask,0.06436500777612938,0.06436500777612938
6min30s,price,midprice,-0.06363734862893514,0.06363734862893514
6min30s,price,best_yes_ask,-0.06289943087755362,0.06289943087755362
6min30s,price,best_no_bid,0.06289943087755287,0.06289943087755287
6min30s,local_depth,no_depth_top3,-5.484808809689508,5.484808809689508
6min30s,local_depth,yes_depth_top3,-4.023016111656451,4.023016111656451
6min30s,local_depth,yes_depth_top1,1.903232557076829,1.903232557076829
6min30s,local_depth,no_depth_top1,1.8853145764251735,1.8853145764251735
6min30s,local_depth,no_depth_top5,1.117664053531679,1.117664053531679
6min30s,local_depth,yes_depth_top5,0.6600878111881344,0.6600878111881344
6min30s,total_depth,yes_total_depth,1.1995278423528084,1.1995278423528084
6min30s,total_depth,no_total_depth,-0.7301304771091789,0.7301304771091789
6min30s,total_depth,total_depth,0.019416875618967527,0.019416875618967527
6min30s,imbalance,imbalance_top5,0.5038063207621007,0.5038063207621007
6min30s,imbalance,imbalance_top1,0.2915793315132948,0.2915793315132948
6min30s,imbalance,imbalance_top3,-0.19657046937754924,0.19657046937754924
6min30s,price+local_depth,no_depth_top3,-5.064038839590756,5.064038839590756
6min30s,price+local_depth,yes_depth_top3,-3.6109559125840804,3.6109559125840804
6min30s,price+local_depth,no_depth_top1,2.062811651543338,2.062811651543338
6min30s,price+local_depth,yes_depth_top1,2.0267410624472775,2.0267410624472775
6min30s,price+local_depth,no_depth_top5,0.3561166170449408,0.3561166170449408
6min30s,price+local_depth,spread,-0.30735876168231463,0.30735876168231463
6min30s,price+local_depth,yes_depth_top5,0.08315997284940561,0.08315997284940561
6min30s,price+local_depth,best_yes_ask,-0.05243078277741377,0.05243078277741377
6min30s,price+local_depth,best_no_bid,0.052430782777385,0.052430782777385
6min30s,price+local_depth,midprice,-0.048809413851612686,0.048809413851612686
6min30s,price+local_depth,best_yes_bid,-0.04519057622800005,0.04519057622800005
6min30s,price+local_depth,best_no_ask,0.045190576227973484,0.045190576227973484
6min30s,price+total_depth,yes_total_depth,1.474931633269205,1.474931633269205
6min30s,price+total_depth,no_total_depth,-1.1296881422456906,1.1296881422456906
6min30s,price+total_depth,total_depth,-0.12898737612497657,0.12898737612497657
6min30s,price+total_depth,best_yes_ask,-0.1190920717249287,0.1190920717249287
6min30s,price+total_depth,best_no_bid,0.1190920717249281,0.1190920717249281
6min30s,price+total_depth,midprice,-0.11876652044703406,0.11876652044703406
6min30s,price+total_depth,best_yes_bid,-0.11842605236542102,0.11842605236542102
6min30s,price+total_depth,best_no_ask,0.11842605236542039,0.11842605236542039
6min30s,price+total_depth,spread,-0.016005392820853014,0.016005392820853014
6min30s,price+imbalance,imbalance_top5,0.345761035887053,0.345761035887053
6min30s,price+imbalance,imbalance_top1,0.28675025686499467,0.28675025686499467
6min30s,price+imbalance,imbalance_top3,-0.0596413168735036,0.0596413168735036
6min30s,price+imbalance,best_yes_ask,-0.05878354885764192,0.05878354885764192
6min30s,price+imbalance,best_no_bid,0.05878354885764034,0.05878354885764034
6min30s,price+imbalance,midprice,-0.05867803506300455,0.05867803506300455
6min30s,price+imbalance,best_yes_bid,-0.05856501402818752,0.05856501402818752
6min30s,price+imbalance,best_no_ask,0.058565014028186965,0.058565014028186965
6min30s,price+imbalance,spread,-0.0031359102245744758,0.0031359102245744758
6min30s,local_depth+total_depth,no_depth_top3,-4.70593457545924,4.70593457545924
6min30s,local_depth+total_depth,yes_depth_top3,-3.0199251009432326,3.0199251009432326
6min30s,local_depth+total_depth,yes_depth_top1,1.5212667916065352,1.5212667916065352
6min30s,local_depth+total_depth,no_depth_top1,1.4162713958858986,1.4162713958858986
6min30s,local_depth+total_depth,yes_total_depth,0.7537810454215473,0.7537810454215473
6min30s,local_depth+total_depth,total_depth,0.43698291922217297,0.43698291922217297
6min30s,local_depth+total_depth,no_depth_top5,-0.23886996111177836,0.23886996111177836
6min30s,local_depth+total_depth,no_total_depth,0.1856708889839086,0.1856708889839086
6min30s,local_depth+total_depth,yes_depth_top5,0.0045651628113457,0.0045651628113457
6min30s,local_depth+imbalance,no_depth_top3,-5.8146916618070845,5.8146916618070845
6min30s,local_depth+imbalance,yes_depth_top3,-3.8450437134138364,3.8450437134138364
6min30s,local_depth+imbalance,no_depth_top1,2.0592665294358556,2.0592665294358556
6min30s,local_depth+imbalance,yes_depth_top1,1.8074697654429746,1.8074697654429746
6min30s,local_depth+imbalance,no_depth_top5,1.1981367017991473,1.1981367017991473
6min30s,local_depth+imbalance,yes_depth_top5,0.6541745523654281,0.6541745523654281
6min30s,local_depth+imbalance,imbalance_top1,0.09964941541212696,0.09964941541212696
6min30s,local_depth+imbalance,imbalance_top3,-0.06105178790815566,0.06105178790815566
6min30s,local_depth+imbalance,imbalance_top5,0.007210278223134458,0.007210278223134458
6min30s,total_depth+imbalance,yes_total_depth,1.1595667997388832,1.1595667997388832
